YouTube新聞,#genre#
真鬼魂直接为你解答死后世界的谜团，为什麽有的人可以看到鬼魂，鬼压床又是怎麽回事，鬼魂为什麽多集中在隧道和水畔旁,https://www.youtube.com/watch?v=D9j1H49ap7s
【重新上传】不能说的都市传说，●室,https://www.youtube.com/watch?v=ROEaPaSSQRc
最强预言家对于2019年的五个预言，前四个都不重要,https://www.youtube.com/watch?v=kIR9bEA_8kE
真实事件,https://www.youtube.com/watch?v=OaOb_V7-CWw
FEAT. 萧敬腾 & LION，音乐和雨,https://www.youtube.com/watch?v=98SaTCpgLOM
尼斯湖水怪，1933-2022年,https://www.youtube.com/watch?v=I8d50K4gmjw
人类首次发现来自遥远星系的访客，它的形状为何如此怪异，为何闪光，为何加速,https://www.youtube.com/watch?v=eGBp8jyEoII
终将彻底改变一切的Web3.0，人类走向全面虚拟的开端,https://www.youtube.com/watch?v=Ks_QkNTbGJY
用科学证明我们的世界其实就是虚拟现实（VR）,https://www.youtube.com/watch?v=1ox6JDv8D3Y
凤凰城光点,https://www.youtube.com/watch?v=N4S1ZhlvN-s
【神作】二十八分钟详解《天空之城》背后的故事，宫崎骏删除的内容，克拉克三原则,https://www.youtube.com/watch?v=ALpFEuzIN80
真正的妖怪,https://www.youtube.com/watch?v=NnzxbM7rX3M
不能说的足球起源，年薪最高的球员，梅西第二，C罗第四，没想到第一竟是他,https://www.youtube.com/watch?v=SeGNp8eLpo8
食物如何影响你的大脑和智商,https://www.youtube.com/watch?v=YcHwl_y2l_o
因流言和诉讼饱受争议，元祖蜘蛛人的真实人生,https://www.youtube.com/watch?v=e40gNNwnz8U
【震撼】三十七分钟讲完一段被秘密隐藏的历史，超出你想像的竹内文书,https://www.youtube.com/watch?v=OhXciGoMAcs
猴痘预言,https://www.youtube.com/watch?v=ccqOc3VGOzE
比目前已知最古老的人类文明还早一万年，他们为何不停用泥土造人，究竟如何来到这里,https://www.youtube.com/watch?v=jFQPvAHwVK0
辛普森预言，持续三十年精准到不可思议的预言动画,https://www.youtube.com/watch?v=iLyiGy1gsqY
硅(硅)基生命体，人类诞生的真正目的,https://www.youtube.com/watch?v=jXcuLBI8QMc
银行破产,https://www.youtube.com/watch?v=amhmUsl_jXk
天网，人类必然灭绝的真正原因,https://www.youtube.com/watch?v=bakdHQay7Ck
就要来了，人类历史上的最大灾难，模拟结果太惊人,https://www.youtube.com/watch?v=_4phafehhy8

搞笑梗大杂烩,#genre#
搞笑梗大杂烩62 （一星期合集系列）,https://www.youtube.com/watch?v=w3CqgiIO-cg
搞笑梗大杂烩61 （一星期合集系列）,https://www.youtube.com/watch?v=VlTnfTBMmMM
经典回顾系列之十一 （一个月合集系列）,https://www.youtube.com/watch?v=2vILkg0paLY
搞笑梗大杂烩60（一星期合集系列）,https://www.youtube.com/watch?v=SWIEe2ceZN4
搞笑梗大杂烩59 （一星期合集系列）,https://www.youtube.com/watch?v=0hBmwlT6blI
一次看过瘾系列二（三个月合集系列）,https://www.youtube.com/watch?v=9Gl2pAasQfs
搞笑梗大杂烩58 （一星期合集系列）,https://www.youtube.com/watch?v=2Y0B9dZ0tYE
搞笑梗大杂烩57 （一星期合集系列）,https://www.youtube.com/watch?v=yYuuVARbHi8
经典回顾系列之十 （一个月合集系列）,https://www.youtube.com/watch?v=-W7_Un6ySVM
搞笑梗大杂烩56 （一星期合集系列）,https://www.youtube.com/watch?v=SwAqBDLCUTQ
搞笑梗大杂烩55 （一星期合集系列）,https://www.youtube.com/watch?v=6oKdYTuXXjM
搞笑梗大杂烩54 （一星期合集系列）,https://www.youtube.com/watch?v=qvpVi6DtEa8
搞笑梗大杂烩53 （一星期合集系列）,https://www.youtube.com/watch?v=I8JYxbfFQlk
经典回顾系列之九 （一个月合集系列）,https://www.youtube.com/watch?v=nuJFUAKFEQk
搞笑梗大杂烩52 （一星期合集系列）,https://www.youtube.com/watch?v=0J255V4YO0g
搞笑梗大杂烩51 （一星期合集系列）,https://www.youtube.com/watch?v=v8q_cBq2wWM
搞笑梗大杂烩50 （一星期合集系列）,https://www.youtube.com/watch?v=1KU1JDK5hxQ
搞笑梗大杂烩49 （一星期合集系列）,https://www.youtube.com/watch?v=phga9-NfXpE
经典回顾系列之八（一个月合集系列）,https://www.youtube.com/watch?v=fPGDs0LJ7w8
搞笑梗大杂烩48 (一星期合集系列),https://www.youtube.com/watch?v=TG7wWiDk4ds
一次看过瘾系列一(三个月合集系列),https://www.youtube.com/watch?v=AIqtM53NZXM
搞笑梗大杂烩47,https://www.youtube.com/watch?v=JGIrlbnd7_k
搞笑梗大杂烩46,https://www.youtube.com/watch?v=eRXz8aPgqLU
经典回顾系列之七 (一个月合集系列),https://www.youtube.com/watch?v=B-PxskH8PLY
搞笑梗大杂烩45,https://www.youtube.com/watch?v=N4LT0Y_cpG0
搞笑梗大杂烩44,https://www.youtube.com/watch?v=99ahxzWPjSI
搞笑梗大杂烩43,https://www.youtube.com/watch?v=I4BzwC49Tpo
经典回顾系列之六,https://www.youtube.com/watch?v=ss6KvdlFQEc
搞笑梗大杂烩42,https://www.youtube.com/watch?v=KHM1vKwF-Xg
搞笑梗大杂烩41,https://www.youtube.com/watch?v=vegvqn6KZM4
搞笑梗大杂烩40,https://www.youtube.com/watch?v=TRmhcTSXMWs
搞笑梗大杂烩39,https://www.youtube.com/watch?v=dUg8A5jQI0I
经典回顾系列之五,https://www.youtube.com/watch?v=fiuV8Q6omsw
搞笑梗大杂烩38,https://www.youtube.com/watch?v=Cgyuwgn2MSs
搞笑梗大杂烩37,https://www.youtube.com/watch?v=IbrTaFsoMHc
搞笑梗大杂烩36,https://www.youtube.com/watch?v=etzuANF1M0U
搞笑梗大杂烩35,https://www.youtube.com/watch?v=XOFZUoYpC0U
搞笑梗大杂烩34,https://www.youtube.com/watch?v=3lJiQsuHyXU
经典回顾系列之四,https://www.youtube.com/watch?v=onnXwSvUVZI
搞笑梗大杂烩33,https://www.youtube.com/watch?v=aPkkBCITccs
搞笑梗大杂烩32,https://www.youtube.com/watch?v=iWH0617o1iU
搞笑梗大杂烩31,https://www.youtube.com/watch?v=fTRhvmGLNpI
！！终极！！ 经典回顾系列之三,https://www.youtube.com/watch?v=JOoJNuS0_p0
！！！！网友回复区！！！！,https://www.youtube.com/watch?v=ennM1-PMhMM
搞笑梗大杂烩29,https://www.youtube.com/watch?v=HNqHUTQCJFo
经典回顾系列之二,https://www.youtube.com/watch?v=gAGxToYGyTA
搞笑梗大杂烩28,https://www.youtube.com/watch?v=i7MoEZsXapc
（重复视频）粉丝 网友福利,https://www.youtube.com/watch?v=CLPiQv3ODIQ
经典回顾系列,https://www.youtube.com/watch?v=OKrRdBbiu-o
搞笑梗大杂烩27,https://www.youtube.com/watch?v=CjQ0jVDo6-8
搞笑梗大杂烩26,https://www.youtube.com/watch?v=PO4cgrGzCDo
搞笑梗大杂烩25,https://www.youtube.com/watch?v=UX87m0UdQdA
搞笑梗大杂烩24,https://www.youtube.com/watch?v=D7Ka9uOQsWg
搞笑梗大杂烩23,https://www.youtube.com/watch?v=yczdS6cpVDw
搞笑梗大杂烩22,https://www.youtube.com/watch?v=4caa0Uhi5Gw
搞笑梗大杂烩21,https://www.youtube.com/watch?v=Z9TIre07ANM
搞笑梗大杂烩20,https://www.youtube.com/watch?v=TwMVP4zjoKE
搞笑梗大杂烩19,https://www.youtube.com/watch?v=KVDenDatmkI
搞笑梗大杂烩18,https://www.youtube.com/watch?v=0mE1nzNWXyM
搞笑梗大杂烩17,https://www.youtube.com/watch?v=LbgpSBKLM2k
搞笑梗大杂烩16,https://www.youtube.com/watch?v=6EFdv4Cplr4
搞笑梗大杂烩15,https://www.youtube.com/watch?v=u2UXnSJDN7E
搞笑梗大杂烩14,https://www.youtube.com/watch?v=ex-I3pj9THw
搞笑梗大杂烩13,https://www.youtube.com/watch?v=OwXu-C-3C2s
搞笑梗大杂烩12,https://www.youtube.com/watch?v=rZqT0ry_Wwg
搞笑梗大杂烩11,https://www.youtube.com/watch?v=3aOomklfJf0
搞笑梗大杂烩10,https://www.youtube.com/watch?v=rUKWQe5N86I
搞笑梗大杂烩9,https://www.youtube.com/watch?v=zqsKvXBILYw
搞笑梗大杂烩8,https://www.youtube.com/watch?v=s019eKwU8Uo
搞笑梗大杂烩7,https://www.youtube.com/watch?v=rGTyPnXnYS4
搞笑梗大杂烩6,https://www.youtube.com/watch?v=4dF5sJmCfjU
搞笑梗大杂烩5,https://www.youtube.com/watch?v=DxCqYI39UJs
搞笑梗大杂烩4,https://www.youtube.com/watch?v=zZnPSUr-dG4
搞笑梗大杂烩3,https://www.youtube.com/watch?v=1SUy5Mir63Q
搞笑梗大杂烩2,https://www.youtube.com/watch?v=XCHo2K3ltPY
搞笑梗大杂烩1,https://www.youtube.com/watch?v=OuG6LdbKkxM
搞笑梗78,https://www.youtube.com/watch?v=43PtlTmuhy4
搞笑梗73,https://www.youtube.com/watch?v=qeIuY1rYoVw
搞笑梗41,https://www.youtube.com/watch?v=I2WOaP3KW0g
搞笑梗42,https://www.youtube.com/watch?v=rYUVYoQqI-8
搞笑梗44,https://www.youtube.com/watch?v=pHEirbZR1TM
搞笑梗1,https://www.youtube.com/watch?v=e5r9dQk0mgU
001_Just For Laughs Gags,#genre#
Shark Attack In River,https://www.youtube.com/watch?v=zMX6H-bFOpU
Dangerous Criminal Is Caught,https://www.youtube.com/watch?v=BFFzGVXrWOg
Best Pranks Summer 2022,https://www.youtube.com/watch?v=S6IZ3adKj3M
Gone Girl In Real Life,https://www.youtube.com/watch?v=a-LYwiwLDMU
I Need To Be Reimbursed!,https://www.youtube.com/watch?v=kpAmB-WwO4k
He Found THAT In Grandma's Purse...,https://www.youtube.com/watch?v=cucJoiQi8g0
What is she putting in her mouth?,https://www.youtube.com/watch?v=rcrDbr0veY8
Gym Bro Gets Mad!,https://www.youtube.com/watch?v=8wHwOzBpRtQ
What Are You Doing?,https://www.youtube.com/watch?v=Whs9kSWAQNc
Fired On The Spot For This,https://www.youtube.com/watch?v=acHDtCVawo0
Cops Drink On The Job...,https://www.youtube.com/watch?v=262Ak-J8MEQ
Karen Vs. Cop,https://www.youtube.com/watch?v=y_dAFZdGi6Q
Criminals Caught On Tape,https://www.youtube.com/watch?v=Jib0GTGzzV8
School Girls Get Pranked,https://www.youtube.com/watch?v=h6bPEg-oNbY
She saw the gas price...,https://www.youtube.com/watch?v=2V4pf1bi8Xc
She Saves The Dog ,https://www.youtube.com/watch?v=6fBaj9y8CIk
You Can't Drink That! ,https://www.youtube.com/watch?v=CSWGr-zUmYc
What did you just say to me?,https://www.youtube.com/watch?v=9phaxpha6LM
Airport Security Pranks People,https://www.youtube.com/watch?v=iGgWOoXoRrM
Drama At Church,https://www.youtube.com/watch?v=ZT8qSFoDlkU
He Broke Up With Her In Public,https://www.youtube.com/watch?v=_17j72wD438
Pretty In Pink | TRAILER,https://www.youtube.com/watch?v=fItx7CdJnS4
Street Dog Lives In Public Bathroom,https://www.youtube.com/watch?v=_wuEACYUH1g
Hand Transplant Goes Wrong...,https://www.youtube.com/watch?v=v_FiQXAIbvM
Our Most Unhinged Prank Of 2022,https://www.youtube.com/watch?v=SCi5b20bxk0
Yellow Car Gets Wrecked,https://www.youtube.com/watch?v=QoS6TTniDKM
"You Need To Eat!",https://www.youtube.com/watch?v=CBh9o9HfimE
Strange Doctor's Appointment,https://www.youtube.com/watch?v=Zov8VobxNmM
Best Reactions 2022,https://www.youtube.com/watch?v=nP1LUkiL-ks
Pranking People On Campus!,https://www.youtube.com/watch?v=dUZD_hnHdDE
She Dumped Him In Public,https://www.youtube.com/watch?v=3WtJI5XbHP4
Chaotic Tuesday Morning,https://www.youtube.com/watch?v=za-39e0P8Lg
He Cheated On Her With Her Sister,https://www.youtube.com/watch?v=r9udngQox40
BEST OMG PRANKS 2022,https://www.youtube.com/watch?v=FLcYlujfzoA
Never Trust A Stranger!,https://www.youtube.com/watch?v=TIATboL_VEo
Kid Gets Waitress Fired,https://www.youtube.com/watch?v=vst1sqfT6EE
He Was Fired For This,https://www.youtube.com/watch?v=TAgpKod4yWo
Most Chaotic Pranks 2022 ,https://www.youtube.com/watch?v=WsMO7wV10Zg
Hot College Girls Crime Scheme ,https://www.youtube.com/watch?v=4LqEgnPxiIA
Iconic Car Accident,https://www.youtube.com/watch?v=JZLjCXzmXss
Karate Student Beats Her Sensei ,https://www.youtube.com/watch?v=LDrMHWUwbWk
Summer Romance Ended,https://www.youtube.com/watch?v=VLDSmNLfgow
Cop Flirts On The Job...,https://www.youtube.com/watch?v=u6Utk0xehgQ
Dad Comes Back From Getting The Milk,https://www.youtube.com/watch?v=trYbu3trN88
Horrible Work Accident Caught On Camera,https://www.youtube.com/watch?v=bERmeAlY-bI
Creepy Clown Scares Kids ,https://www.youtube.com/watch?v=AW0nR-G7h9E
Gym Crush Gets Weird,https://www.youtube.com/watch?v=75hmPeDBDyk
Most Chaotic Pranks of 2022,https://www.youtube.com/watch?v=KL59glPPuus
"My Eyes Are Up Here Weirdo",https://www.youtube.com/watch?v=hAMM2ZuPPqM
Rich Jerk Watches His Car Get Destroyed!,https://www.youtube.com/watch?v=k6Xoy8mljXg
Ex Girlfriend On A Rampage,https://www.youtube.com/watch?v=ot2nvag0eT0
Mother Leaves Her Kid Behind,https://www.youtube.com/watch?v=uqVpfTAdGxc
Mom SELLS Her Baby to Strangers Prank,https://www.youtube.com/watch?v=DApSzmwL1Zk
Man Ditches Pregnant Wife,https://www.youtube.com/watch?v=X6ajZPH-LSc
Loudspeaker Restaurant,https://www.youtube.com/watch?v=LOw-dSVDLM8
Biking Gorilla Boys,https://www.youtube.com/watch?v=3eNeLeZDSL4
Frozen Girl,https://www.youtube.com/watch?v=uIHWr17cR9c
Hot Girl & Free Beer Prank,https://www.youtube.com/watch?v=jWNgExScASw
Epic Old Man Traffic Jam Prank,https://www.youtube.com/watch?v=afETBsezYmw
Forever Alone People Pranks,https://www.youtube.com/watch?v=a50UFgKpXjw
Karen at the shop,https://www.youtube.com/watch?v=YrjSO2tZ_sA
Fart and run,https://www.youtube.com/watch?v=b6C0Sw-DNIQ
Our Most Chaotic Prank,https://www.youtube.com/watch?v=8bR4YSA1Qlk
Face Swap Masters,https://www.youtube.com/watch?v=hrdjNq-Mtf4
"Is it ME you're looking at???",https://www.youtube.com/watch?v=RtDtmMbA4Ik
Ballet Queen And Fitness Icon,https://www.youtube.com/watch?v=qYOPp_Wozo8
How To Make Money Fast,https://www.youtube.com/watch?v=H8CrRPJ31fo
Club Bouncers Were Sent To Jail For This,https://www.youtube.com/watch?v=UyN7yr79Jfs
GYM PRANKS,https://www.youtube.com/watch?v=v-bR0LjEePQ
She Called Him To Catch Him,https://www.youtube.com/watch?v=VSem5LUEVLw
The Office Best Pranks,https://www.youtube.com/watch?v=EysVauYnWzI
Angry Optician Slaps Clients， Target Practice， Cop Kicks Dog Prank,https://www.youtube.com/watch?v=VYu8c_e6t3s
Arrow Prank!,https://www.youtube.com/watch?v=ZMCI05MRRsk
Hospital BFFs Give A Show!,https://www.youtube.com/watch?v=5AmlSUDoUsQ
Loch Ness Monster Attack,https://www.youtube.com/watch?v=tV6CO7QIC-U
Iconic Gen Z Alien 💅,https://www.youtube.com/watch?v=JwbB7zK4ENQ
Cheating Boyfriend Is CAUGHT!,https://www.youtube.com/watch?v=tnZBmVwC_wM
Dress gets caught!,https://www.youtube.com/watch?v=nwFNokwfkm4
Pregant Little Girl,https://www.youtube.com/watch?v=0yA-OyE0-ec
Best of 2019-2021 Just For Laughs Gags,https://www.youtube.com/watch?v=-6Kiyudi0oM
OBAMA PRANK,https://www.youtube.com/watch?v=5Vg1I--XebI
Cult Leader Loses It Compilation,https://www.youtube.com/watch?v=F79hOgNIiA0
Influencer Gets Cancelled For This Compilation,https://www.youtube.com/watch?v=6Qn-_YJ4Ikg
Scientist Breaks The Law Compilation,https://www.youtube.com/watch?v=nE82WfEBRHw
The Restaurant Caught Fire Compilation,https://www.youtube.com/watch?v=nOkI3-3Ywic
Ripped Priest Saves The Day Compilation,https://www.youtube.com/watch?v=_uaONZXUvZU
He Sued For 1 Million Dollars! Compilation,https://www.youtube.com/watch?v=6b17SBoVBPE
Nurse Fights Off Doctor Compilation,https://www.youtube.com/watch?v=t0LbTiSFlvE
Step Daughter Gets Angry! Compilation,https://www.youtube.com/watch?v=OdAtCtQ9fbs
Horrible Work Accident Compilation,https://www.youtube.com/watch?v=PgRynEmjIew
Karen Vs British Royal Guard Compilation,https://www.youtube.com/watch?v=vDM2rnKxVPg
Killer Clown Finally Arrested Compilation,https://www.youtube.com/watch?v=JflgWCwZYT0
Groomsmen Prank Bride Compilation,https://www.youtube.com/watch?v=2aHgQw1yQiA
Stole $10 Million Dollars Compilation,https://www.youtube.com/watch?v=1ELKuwnDCUg
Pranks Teacher At Science Fair! Compilation,https://www.youtube.com/watch?v=ACkK025P-fQ
Look Me In The Eye Compilation,https://www.youtube.com/watch?v=EuSM3BacZxU
Organ Crime Scheme Exposed Compilation,https://www.youtube.com/watch?v=rBFQ-1o1L0E
City People Get Weird Compilation,https://www.youtube.com/watch?v=5NdjWhvNOhI
Gross Mole Mistaken For A Bug Compilation,https://www.youtube.com/watch?v=o7tSwNlPRLU
He Cheated On His Girlfriend Compilation,https://www.youtube.com/watch?v=vVeHsXLHPNo
He Got A 1 Million Dollar Fine Compilation,https://www.youtube.com/watch?v=Df9I6diH0ww
Karen Gets Her Fired Compilation,https://www.youtube.com/watch?v=0LK4M9NI53o
Best Pranks of 2022 SO FAR,https://www.youtube.com/watch?v=s55vhAjQNq8
The Office Prank,https://www.youtube.com/watch?v=E10smajQssI
Astronaut Lands On Beach ,https://www.youtube.com/watch?v=cbIPwmbzg4o
Fashion Malfunction In Public,https://www.youtube.com/watch?v=56-p8CzwcnE
They Were Fired For This ,https://www.youtube.com/watch?v=wh5HKjMByqU
What did you say?,https://www.youtube.com/watch?v=IO6eaS7wQ20
Evacuating Parks!,https://www.youtube.com/watch?v=CdXd4r9Wbmo
Theatre Nerds Defeat Bullies Through Dance ,https://www.youtube.com/watch?v=MuoP3ZoxOyw
Purified Pee... Would you drink it? ,https://www.youtube.com/watch?v=SpIltnRKeRQ
Interrupts Their Party For This? ,https://www.youtube.com/watch?v=QYVI_q1z4y8
Ex Wrecks Her Car ,https://www.youtube.com/watch?v=1vSdcCb7U9U
3000$ Ticket For Speeding,https://www.youtube.com/watch?v=1GFP-Sfo0D0
She Dumped Him Publicly,https://www.youtube.com/watch?v=-8YoehcLgEs
You Need To Leave! ,https://www.youtube.com/watch?v=MM7yRO5ZXi4
Gas Is Too Expensive ,https://www.youtube.com/watch?v=VbFZ8OITtMs
SHOWER PRANKS ,https://www.youtube.com/watch?v=OIVXu7IPrSQ
They Try To Flirt... ,https://www.youtube.com/watch?v=6_4X2vlfd9c
Hit By A Car - Hit And Run!!,https://www.youtube.com/watch?v=avp-SYBbUEk
HULK PRANK ,https://www.youtube.com/watch?v=T9Vbw-9fOwc
Priest Accidentally Drowns Girl During Baptism! ,https://www.youtube.com/watch?v=qr1V9qeoiyQ
Did You Just Eat Rabbit? ,https://www.youtube.com/watch?v=00hDuf-pS5w
Stealing a car in broad daylight ,https://www.youtube.com/watch?v=tHLway6kwVg
I mean... It's red wine...,https://www.youtube.com/watch?v=ZPvrldqyuNM
3000$ Ticket For Speeding,https://www.youtube.com/watch?v=kYhrzi2Tk_Y
Security Guard Uncovers Crime,https://www.youtube.com/watch?v=7u8dPv8xcRI
They Uncovered The Biggest Crime Scene...,https://www.youtube.com/watch?v=8w9dfWLpOlY
Gold Digger Pranks ,https://www.youtube.com/watch?v=VafVVtrfcvo
Best of Fitness Pranks,https://www.youtube.com/watch?v=8x1anF8tABI
Police Officers Start a Burping Contest!,https://www.youtube.com/watch?v=xfCTZSgilIU
Best of Being Bad Parents Vol. 3 ,https://www.youtube.com/watch?v=2B3fzBa2agI
Best of Old People Pranks Vol. 8,https://www.youtube.com/watch?v=UDRecwSlXtE
Your Friends BREAK a Little Kid's Heart,https://www.youtube.com/watch?v=CLMik4FKYFk
Best of Elaborate Pranks Vol. 8,https://www.youtube.com/watch?v=l9b4Q-LM57c
Best of Hurting Ourselves Vol. 8,https://www.youtube.com/watch?v=MfkAt8LA9Ek
Best of Mall Pranks Vol. 8 ,https://www.youtube.com/watch?v=B9ipx3KKQRw
Best of AWESOME Props,https://www.youtube.com/watch?v=TcGem72L2DI
Best of Food Pranks Vol. 8,https://www.youtube.com/watch?v=xMSM_H3GmwA
Best of Park Pranks Vol. 8,https://www.youtube.com/watch?v=GIXjYWX1H5w
Best of Being in Costume Vol. 8,https://www.youtube.com/watch?v=suwQ3ZQsHJ0
Best of Car Pranks Vol. 8,https://www.youtube.com/watch?v=R2YIbs23n8I
Best of Animal Pranks Vol. 8,https://www.youtube.com/watch?v=TzQI930ux00
Best of Police Pranks Vol. 6,https://www.youtube.com/watch?v=zfhPljJUiaI
Best of Invisible Pranks,https://www.youtube.com/watch?v=Kxetca1hnic
Best of Stealing Pranks Vol. 4,https://www.youtube.com/watch?v=TVRDExDLf8w
Best of Romantic Pranks Vol. 8,https://www.youtube.com/watch?v=roBiVE2O5y4
Best of Water Pranks,https://www.youtube.com/watch?v=0lw1xfKWFLg
Best of Being Terrible People Vol. 6,https://www.youtube.com/watch?v=irvcCBwetkM
Best of Terrifying Pranks Vol. 7,https://www.youtube.com/watch?v=nM_oyim5ZeM
Best of Disgusting Pranks Vol. 7,https://www.youtube.com/watch?v=1doOlnlImYk
Best of Simple Pranks Vol. 6,https://www.youtube.com/watch?v=lEisK0MIDgk
Best of Falling Down Pranks,https://www.youtube.com/watch?v=-RlxP6aAugI
Best of Mall Pranks Vol. 7,https://www.youtube.com/watch?v=fhDhK-U2dW8
Best of Toilet Humour,https://www.youtube.com/watch?v=buQxJUOrOXE
Best of Sports Pranks Vol. 2,https://www.youtube.com/watch?v=jxYN6xvMux4
Best of Clothing Pranks,https://www.youtube.com/watch?v=wTpgZC9N9EY
Best of Hair Pranks,https://www.youtube.com/watch?v=QDh3DAuw7IM
Best of Destructive Pranks Vol. 8,https://www.youtube.com/watch?v=NyS7gL6y1gM
Best of Phone Pranks,https://www.youtube.com/watch?v=yPJeXy339fs
Best of Old People Pranks Vol. 7,https://www.youtube.com/watch?v=yiAdeRsKaKs
Best of Being in Costume Vol. 7,https://www.youtube.com/watch?v=XYNjroeFsl0
Best of Car Pranks Vol. 7 ,https://www.youtube.com/watch?v=qD8dTWAneDI
Best of Romantic Pranks Vol. 7,https://www.youtube.com/watch?v=ZS6Htg6j6dQ
Best of Elaborate Pranks Vol. 7,https://www.youtube.com/watch?v=IWI82Qp6sis
Best of Police Pranks Vol. 5,https://www.youtube.com/watch?v=cF4U19Xa4eM
Best of Terrifying Pranks Vol. 6,https://www.youtube.com/watch?v=w6vq3a6aEkA
Top 10 Pranks of 2020,https://www.youtube.com/watch?v=MHn8SnqLb68
Best of Tourist Pranks,https://www.youtube.com/watch?v=V3ABrslLq3A
Best of Animal Pranks Vol. 7,https://www.youtube.com/watch?v=WRROd2dkc_o
Best of Super Hero Pranks,https://www.youtube.com/watch?v=Cjml2EBuA_I
Best of Food Pranks Vol. 7,https://www.youtube.com/watch?v=xOlgQZknexA
Best of Simple Pranks Vol. 5 ,https://www.youtube.com/watch?v=z2S4mIJbJi0
Best of Reality Defying Pranks Vol. 6,https://www.youtube.com/watch?v=xecdlSX0OKY
Best of Money Pranks,https://www.youtube.com/watch?v=z3u-N1LRjuc
Best of Hurting Ourselves Vol. 7,https://www.youtube.com/watch?v=yR6tYfoqf7Q
Best of Picture Pranks,https://www.youtube.com/watch?v=ouO3vEs0fIw
Best of Mall Pranks Vol. 6,https://www.youtube.com/watch?v=JqwKQ5lmCoE
Best of Bike Pranks,https://www.youtube.com/watch?v=l-wpQdSNOQE
Best of Pranks at The Park Vol. 6,https://www.youtube.com/watch?v=LXUMgRjbUCw
Best of Being Bad Parents Vol. 2 ,https://www.youtube.com/watch?v=3STj4e1rcL8
Best of Coffee Pranks,https://www.youtube.com/watch?v=ITPksZ2qVW0
Best of Destructive Pranks Vol. 7,https://www.youtube.com/watch?v=a0QYn4DjDjc
Best of Romantic Pranks Vol. 6,https://www.youtube.com/watch?v=zMEpX4MIF0o
Victims Accidentally Cause a Dog JAILBREAK,https://www.youtube.com/watch?v=380S52ZIUEU
Best of Elaborate Pranks Vol. 6,https://www.youtube.com/watch?v=OQEm8NiFg44
Woman Gives Birth to a FULLY GROWN ADULT,https://www.youtube.com/watch?v=T-8Nd0HpSpw
Best of Golf Pranks,https://www.youtube.com/watch?v=J5zYi72Qyv0
Best of Party Pranks,https://www.youtube.com/watch?v=SQP_rPx4G2o
Best of Beer & Wine Pranks,https://www.youtube.com/watch?v=p6VoHRik7Ko
Best of Halloween Pranks,https://www.youtube.com/watch?v=zV5cJxNcZis
Best of Getting You Into Trouble Vol. 5 ,https://www.youtube.com/watch?v=tfJ3gxqljcw
Best of Dog Pranks Vol. 3,https://www.youtube.com/watch?v=2ZBUzb-bezw
Best of Food Pranks Vol. 6,https://www.youtube.com/watch?v=gm9tZCDmsl8
Best of Simple Pranks Vol. 4,https://www.youtube.com/watch?v=ayfN1NGkikM
Victims Watch Injured Woman Get Knocked Out,https://www.youtube.com/watch?v=l8Pk2_Mvq1M
Best of Construction Pranks,https://www.youtube.com/watch?v=ZzcdwzeELeE
Best of Being in Costume Vol. 6,https://www.youtube.com/watch?v=CYLXIP5hDv0
Best of Stealing Pranks Vol. 3 ,https://www.youtube.com/watch?v=LIKp0i2fVRQ
Best of Royal Guard Pranks,https://www.youtube.com/watch?v=OtJ8D-r1jnk

201_Just For Laughs Gags,#genre#
Best of Destructive Pranks Vol. 6,https://www.youtube.com/watch?v=XncJiiZV_xQ
Best of Being Terrible People Pranks Vol. 5 ,https://www.youtube.com/watch?v=nI_QFKrJ9OQ
Best of Being Bad Parents,https://www.youtube.com/watch?v=i0hGlpuwOtk
Best of Musical Pranks,https://www.youtube.com/watch?v=aAeroHdzPW4
Best of Romantic Pranks Vol. 5 ,https://www.youtube.com/watch?v=P1y1qrPJoYI
Best of Old People Pranks Vol. 6,https://www.youtube.com/watch?v=AlsGPgijJ48
Best of Terrifying Pranks Vol. 5,https://www.youtube.com/watch?v=3WTCcfuylhs
Best of Reality Defying Pranks Vol. 5,https://www.youtube.com/watch?v=Ah4DCgQgMpw
Best of Medical Pranks,https://www.youtube.com/watch?v=dxNxtNh5qEY
Best of Elaborate Pranks Vol. 5 ,https://www.youtube.com/watch?v=4x5YwsMHUo8
Best of Simple Pranks Vol. 3,https://www.youtube.com/watch?v=XX50hXQQ59I
Best of Car Pranks Vol. 6,https://www.youtube.com/watch?v=jsW_pJFtfK0
Best of Hurting Ourselves Vol. 6,https://www.youtube.com/watch?v=8ZikLwQo61c
Best of Sci-Fi Pranks Vol. 2,https://www.youtube.com/watch?v=OLdZ32zfMec
Best of Food Pranks Vol. 5,https://www.youtube.com/watch?v=3XxsqzRGiYc
Best of Mall Pranks Vol. 5,https://www.youtube.com/watch?v=54OCz3jd7fs
Best of Disgusting Pranks Vol. 5,https://www.youtube.com/watch?v=uCBGYQQi0oo
Best of Pranks at the Park Vol. 5,https://www.youtube.com/watch?v=ZuBNbYLTSbY
Best of Old People Pranks Vol. 5,https://www.youtube.com/watch?v=FLlTokz2YsI
Best of Playing Dead Pranks,https://www.youtube.com/watch?v=qhIRkLAohvQ
Best of Fake News Pranks,https://www.youtube.com/watch?v=46xgVeCpXzo
Best of Getting You Into Trouble Vol. 4,https://www.youtube.com/watch?v=mj0RvnURKoA
Best of Romantic Pranks Vol. 4,https://www.youtube.com/watch?v=mRGrMAWWCIU
